5
1000 2997
Q 471 735
U 794 892
Q 281 410
U 256 206
Q 264 672
U 462 715
Q 120 801
U 565 808
Q 37 347
U 75 709
Q 494 915
U 182 452
Q 489 930
U 481 876
Q 141 684
U 606 965
Q 772 752
U 209 53
Q 162 465
U 259 426
Q 490 73
U 494 962
Q 874 59
U 771 911
Q 406 846
U 973 252
Q 113 155
U 56 603
Q 85 537
U 479 578
Q 574 86
U 543 346
Q 838 753
U 751 353
Q 570 10
U 779 60
Q 83 625
U 23 310
Q 685 146
U 573 443
Q 344 546
U 48 457
Q 701 104
U 60 138
Q 994 540
U 717 568
Q 626 612
U 266 816
Q 717 17
U 169 640
Q 379 301
U 700 814
Q 278 75
U 124 963
Q 221 698
U 759 565
Q 596 807
U 375 298
Q 263 435
U 436 257
Q 975 505
U 177 953
Q 470 795
U 122 187
Q 812 643
U 827 543
Q 944 880
U 358 223
Q 307 834
U 538 881
Q 532 649
U 798 481
Q 456 173
U 779 720
Q 609 567
U 329 936
Q 425 507
U 242 895
Q 654 364
U 434 467
Q 7 614
U 362 304
Q 846 720
U 879 505
Q 907 417
U 386 791
Q 67 537
U 272 875
Q 710 403
U 947 671
Q 971 277
U 960 748
Q 136 202
U 643 790
Q 918 429
U 609 925
Q 43 324
U 229 889
Q 396 460
U 395 303
Q 878 133
U 95 297
Q 670 367
U 524 733
Q 771 472
U 756 94
Q 101 716
U 842 589
Q 270 485
U 379 188
Q 266 341
U 114 310
Q 665 695
U 551 413
Q 156 298
U 717 386
Q 784 812
U 35 454
Q 531 559
U 539 302
Q 383 296
U 396 484
Q 364 590
U 73 635
Q 427 805
U 175 694
Q 498 641
U 4 515
Q 689 907
U 928 845
Q 558 645
U 583 342
Q 809 618
U 148 341
Q 529 688
U 995 913
Q 336 392
U 749 52
Q 982 175
U 39 410
Q 980 215
U 456 830
Q 856 812
U 697 545
Q 719 625
U 742 277
Q 623 677
U 971 784
Q 647 120
U 125 177
Q 160 121
U 442 848
Q 865 191
U 900 199
Q 718 940
U 961 50
Q 507 417
U 880 715
Q 229 577
U 613 301
Q 555 707
U 930 530
Q 385 902
U 314 32
Q 374 440
U 209 534
Q 913 3
U 734 778
Q 547 634
U 329 265
Q 926 291
U 316 785
Q 708 548
U 501 938
Q 478 466
U 591 385
Q 173 521
U 915 558
Q 423 581
U 591 797
Q 373 152
U 683 286
Q 508 417
U 416 55
Q 404 746
U 672 682
Q 389 340
U 820 97
Q 241 673
U 387 71
Q 139 978
U 456 312
Q 500 723
U 223 275
Q 304 166
U 425 30
Q 670 108
U 316 178
Q 878 85
U 585 634
Q 183 610
U 668 572
Q 950 488
U 21 543
Q 161 761
U 614 652
Q 739 70
U 317 591
Q 145 540
U 219 802
Q 706 644
U 832 376
Q 752 148
U 907 982
Q 585 844
U 616 768
Q 454 637
U 692 757
Q 125 714
U 300 639
Q 827 267
U 291 918
Q 689 608
U 510 835
Q 500 81
U 637 558
Q 725 469
U 287 829
Q 969 194
U 812 907
Q 390 780
U 27 845
Q 417 720
U 954 895
Q 786 254
U 534 613
Q 521 177
U 883 563
Q 138 745
U 398 638
Q 826 387
U 197 551
Q 208 484
U 381 177
Q 30 545
U 436 420
Q 325 464
U 265 743
Q 536 219
U 638 322
Q 826 524
U 287 699
Q 701 170
U 262 839
Q 916 12
U 830 94
Q 751 27
U 646 959
Q 863 379
U 489 893
Q 924 925
U 665 249
Q 389 283
U 992 925
Q 854 982
U 599 680
Q 506 238
U 732 560
Q 761 346
U 399 29
Q 359 229
U 123 462
Q 608 769
U 422 823
Q 500 911
U 716 424
Q 836 382
U 674 578
Q 17 18
U 855 871
Q 353 455
U 552 859
Q 45 636
U 419 806
Q 982 171
U 835 693
Q 752 959
U 156 713
Q 80 578
U 536 581
Q 841 605
U 357 677
Q 339 31
U 607 356
Q 402 463
U 227 755
Q 918 131
U 966 315
Q 767 738
U 122 102
Q 261 309
U 795 365
Q 620 303
U 78 701
Q 233 615
U 634 74
Q 220 991
U 104 911
Q 375 711
U 267 129
Q 174 494
U 884 444
Q 626 202
U 760 745
Q 292 234
U 847 553
Q 543 643
U 919 164
Q 298 997
U 217 532
Q 964 851
U 606 536
Q 194 710
U 447 921
Q 422 66
U 50 948
Q 561 934
U 393 539
Q 489 505
U 284 781
Q 739 132
U 335 282
Q 127 606
U 446 425
Q 955 663
U 957 920
Q 866 916
U 808 413
Q 978 256
U 334 752
Q 674 385
U 701 235
Q 671 446
U 126 160
Q 951 411
U 294 690
Q 895 629
U 324 374
Q 587 771
U 799 542
Q 786 109
U 814 5
Q 377 623
U 418 355
Q 231 104
U 108 905
Q 489 161
U 493 161
Q 607 619
U 673 910
Q 382 967
U 952 629
Q 948 276
U 3 535
Q 47 155
U 430 186
Q 616 244
U 191 993
Q 219 961
U 700 450
Q 65 160
U 708 907
Q 321 201
U 420 280
Q 172 93
U 542 907
Q 413 494
U 536 361
Q 771 540
U 249 170
Q 47 679
U 356 663
Q 275 899
U 8 495
Q 212 708
U 945 630
Q 869 5
U 537 542
Q 206 957
U 175 731
Q 402 717
U 638 815
Q 212 174
U 529 335
Q 66 778
U 505 113
Q 457 214
U 128 732
Q 465 136
U 227 678
Q 845 525
U 308 66
Q 882 197
U 608 441
Q 506 783
U 172 908
Q 853 810
U 724 65
Q 336 605
U 752 755
Q 383 257
U 220 192
Q 823 349
U 924 289
Q 837 504
U 319 34
Q 381 627
U 100 263
Q 176 61
U 704 682
Q 196 228
U 942 49
Q 38 18
U 466 727
Q 623 218
U 482 6
Q 828 702
U 198 651
Q 403 475
U 940 241
Q 979 259
U 275 712
Q 238 376
U 327 414
Q 789 384
U 448 985
Q 612 391
U 387 3
Q 409 853
U 730 33
Q 424 564
U 391 252
Q 618 590
U 903 22
Q 65 844
U 263 396
Q 455 538
U 460 694
Q 266 787
U 460 407
Q 523 261
U 393 136
Q 652 780
U 491 413
Q 985 573
U 446 409
Q 137 190
U 661 755
Q 780 565
U 777 197
Q 761 392
U 945 216
Q 283 405
U 262 901
Q 544 723
U 309 68
Q 984 54
U 556 988
Q 834 47
U 401 171
Q 620 200
U 581 757
Q 390 242
U 864 522
Q 159 994
U 719 920
Q 386 664
U 489 21
Q 421 751
U 923 965
Q 826 584
U 385 162
Q 638 941
U 150 824
Q 988 904
U 995 960
Q 104 928
U 717 846
Q 171 934
U 368 682
Q 928 439
U 603 666
Q 455 444
U 40 876
Q 195 963
U 193 374
Q 899 579
U 536 889
Q 872 687
U 713 213
Q 943 60
U 173 47
Q 989 243
U 245 512
Q 177 613
U 194 457
Q 52 149
U 475 859
Q 593 515
U 735 141
Q 830 280
U 515 729
Q 859 403
U 618 84
Q 442 683
U 297 385
Q 96 822
U 784 85
Q 65 29
U 949 594
Q 642 143
U 403 46
Q 645 879
U 257 238
Q 746 992
U 731 577
Q 273 598
U 658 484
Q 2 629
U 920 796
Q 312 217
U 182 408
Q 392 966
U 845 457
Q 996 794
U 404 990
Q 290 807
U 389 935
Q 38 646
U 525 785
Q 991 257
U 362 616
Q 207 372
U 452 561
Q 1 373
U 358 314
Q 942 540
U 74 334
Q 858 920
U 144 206
Q 714 548
U 549 356
Q 707 290
U 291 746
Q 936 817
U 531 279
Q 426 245
U 895 633
Q 617 348
U 195 619
Q 73 905
U 285 15
Q 445 359
U 702 655
Q 631 846
U 862 346
Q 394 763
U 54 453
Q 53 346
U 199 341
Q 515 82
U 621 941
Q 679 516
U 926 297
Q 216 121
U 268 289
Q 26 553
U 657 823
Q 264 359
U 831 896
Q 205 45
U 594 951
Q 808 648
U 404 861
Q 994 956
U 202 509
Q 38 175
U 802 718
Q 692 729
U 367 260
Q 202 987
U 550 581
Q 892 559
U 404 156
Q 918 587
U 52 475
Q 632 998
U 426 440
Q 647 830
U 653 993
Q 138 208
U 855 177
Q 383 657
U 247 427
Q 386 966
U 688 941
Q 953 590
U 522 845
Q 149 278
U 1 419
Q 866 406
U 894 498
Q 404 320
U 291 403
Q 502 944
U 397 641
Q 504 252
U 170 888
Q 261 417
U 667 0
Q 383 355
U 941 688
Q 297 463
U 533 798
Q 741 886
U 217 959
Q 292 111
U 458 49
Q 783 101
U 452 638
Q 45 201
U 279 902
Q 805 801
U 142 67
Q 570 809
U 67 953
Q 517 360
U 993 814
Q 823 526
U 613 916
Q 412 182
U 876 57
Q 646 686
U 106 429
Q 787 558
U 419 184
Q 112 50
U 86 917
Q 851 228
U 984 421
Q 38 403
U 726 555
Q 763 719
U 721 938
Q 597 686
U 855 10
Q 869 83
U 67 515
Q 769 525
U 296 556
Q 435 716
U 92 547
Q 766 179
U 465 970
Q 759 449
U 391 797
Q 205 470
U 704 968
Q 189 426
U 907 787
Q 112 114
U 149 333
Q 197 216
U 848 318
Q 93 497
U 226 528
Q 565 318
U 76 331
Q 497 541
U 653 257
Q 342 45
U 406 547
Q 515 111
U 868 56
Q 889 775
U 195 353
Q 241 344
U 687 438
Q 912 887
U 756 5
Q 384 982
U 534 949
Q 300 610
U 633 150
Q 151 286
U 759 845
Q 683 165
U 393 550
Q 628 261
U 607 869
Q 388 154
U 223 629
Q 499 910
U 419 411
Q 797 175
U 417 534
Q 509 303
U 835 161
Q 913 468
U 663 416
Q 107 422
U 261 142
Q 940 6
U 693 920
Q 267 652
U 790 7
Q 806 365
U 988 305
Q 275 407
U 69 424
Q 582 838
U 958 443
Q 141 794
U 957 54
Q 614 620
U 822 73
Q 43 83
U 216 335
Q 90 261
U 607 709
Q 913 397
U 69 71
Q 114 57
U 377 389
Q 465 798
U 166 399
Q 636 476
U 843 777
Q 622 800
U 183 237
Q 772 5
U 662 167
Q 440 878
U 502 882
Q 491 462
U 944 404
Q 211 13
U 476 326
Q 70 205
U 715 887
Q 3 233
U 287 991
Q 710 482
U 768 332
Q 634 303
U 921 406
Q 660 936
U 574 100
Q 814 428
U 983 658
Q 890 279
U 62 102
Q 292 890
U 428 714
Q 447 495
U 602 802
Q 729 889
U 793 791
Q 723 913
U 123 357
Q 216 397
U 115 876
Q 333 41
U 329 499
Q 470 664
U 157 712
Q 943 572
U 166 235
Q 814 946
U 949 262
Q 442 903
U 64 523
Q 144 858
U 666 867
Q 771 789
U 576 340
Q 538 44
U 568 223
Q 85 897
U 723 907
Q 561 232
U 972 856
Q 804 138
U 443 619
Q 85 745
U 233 879
Q 648 297
U 754 793
Q 155 420
U 12 279
Q 561 941
U 619 100
Q 985 187
U 323 70
Q 437 398
U 330 350
Q 631 302
U 207 787
Q 440 650
U 758 877
Q 747 991
U 756 396
Q 641 862
U 541 148
Q 282 553
U 427 844
Q 846 398
U 296 831
Q 938 971
U 254 375
Q 370 584
U 77 353
Q 886 636
U 492 678
Q 639 251
U 908 386
Q 594 664
U 782 235
Q 879 675
U 736 161
Q 229 163
U 5 427
Q 914 653
U 259 852
Q 625 513
U 579 995
Q 449 656
U 700 335
Q 645 192
U 365 284
Q 795 273
U 670 390
Q 290 805
U 977 169
Q 480 713
U 330 61
Q 229 688
U 489 143
Q 341 748
U 347 318
Q 613 926
U 313 62
Q 934 13
U 749 931
Q 558 114
U 215 353
Q 740 886
U 95 30
Q 43 425
U 551 523
Q 490 881
U 937 71
Q 921 426
U 566 615
Q 526 913
U 933 491
Q 191 599
U 553 478
1000 2997
U 0 0
Q 0 0
Q 0 812
U 0 1
Q 0 0
Q 1 471
U 0 2
Q 1 2
Q 0 499
U 0 3
Q 3 2
Q 2 900
U 0 4
Q 1 0
Q 4 181
U 1 5
Q 3 2
Q 2 778
U 0 6
Q 5 1
Q 5 866
U 3 7
Q 6 3
Q 5 853
U 6 8
Q 2 2
Q 0 718
U 8 9
Q 8 4
Q 1 954
U 5 10
Q 7 8
Q 6 593
U 1 11
Q 9 8
Q 6 365
U 2 12
Q 8 12
Q 6 224
U 1 13
Q 2 8
Q 6 911
U 3 14
Q 9 2
Q 8 366
U 0 15
Q 12 15
Q 3 567
U 0 16
Q 11 6
Q 9 606
U 13 17
Q 7 16
Q 6 57
U 2 18
Q 1 15
Q 9 678
U 1 19
Q 15 15
Q 15 27
U 1 20
Q 8 14
Q 11 58
U 1 21
Q 13 11
Q 18 467
U 17 22
Q 15 11
Q 0 405
U 10 23
Q 10 17
Q 1 828
U 5 24
Q 5 23
Q 3 164
U 1 25
Q 25 4
Q 14 696
U 25 26
Q 16 10
Q 5 133
U 8 27
Q 1 5
Q 4 380
U 18 28
Q 12 6
Q 8 566
U 23 29
Q 18 10
Q 2 943
U 6 30
Q 1 7
Q 27 443
U 2 31
Q 6 3
Q 9 130
U 21 32
Q 21 11
Q 29 568
U 10 33
Q 21 14
Q 9 923
U 20 34
Q 26 20
Q 30 917
U 25 35
Q 7 7
Q 31 995
U 2 36
Q 31 27
Q 8 880
U 26 37
Q 9 15
Q 14 118
U 19 38
Q 33 10
Q 6 819
U 20 39
Q 3 27
Q 6 630
U 16 40
Q 5 10
Q 11 545
U 20 41
Q 18 14
Q 36 163
U 3 42
Q 1 26
Q 12 819
U 6 43
Q 38 9
Q 34 793
U 27 44
Q 20 9
Q 23 903
U 18 45
Q 39 39
Q 3 942
U 14 46
Q 42 37
Q 27 795
U 12 47
Q 7 4
Q 39 339
U 9 48
Q 38 36
Q 13 587
U 46 49
Q 12 42
Q 28 254
U 23 50
Q 31 31
Q 43 257
U 33 51
Q 45 3
Q 20 560
U 5 52
Q 32 47
Q 22 632
U 8 53
Q 7 3
Q 12 843
U 34 54
Q 10 0
Q 36 908
U 53 55
Q 8 16
Q 27 134
U 45 56
Q 4 50
Q 37 251
U 51 57
Q 20 17
Q 41 725
U 22 58
Q 42 32
Q 48 175
U 6 59
Q 26 52
Q 1 896
U 7 60
Q 40 43
Q 27 253
U 13 61
Q 61 36
Q 28 846
U 52 62
Q 57 32
Q 14 400
U 1 63
Q 45 23
Q 44 960
U 18 64
Q 4 26
Q 49 916
U 2 65
Q 28 34
Q 13 281
U 40 66
Q 35 4
Q 41 91
U 0 67
Q 19 44
Q 67 910
U 15 68
Q 57 30
Q 52 231
U 2 69
Q 30 13
Q 34 856
U 63 70
Q 17 67
Q 62 930
U 6 71
Q 52 66
Q 40 637
U 10 72
Q 3 65
Q 18 248
U 37 73
Q 34 17
Q 37 351
U 1 74
Q 65 38
Q 23 352
U 62 75
Q 17 26
Q 49 799
U 8 76
Q 76 34
Q 71 96
U 67 77
Q 54 57
Q 66 432
U 43 78
Q 29 11
Q 45 990
U 69 79
Q 56 78
Q 40 431
U 22 80
Q 80 59
Q 40 683
U 37 81
Q 53 15
Q 8 93
U 44 82
Q 40 1
Q 1 773
U 5 83
Q 31 42
Q 19 734
U 18 84
Q 35 29
Q 39 707
U 54 85
Q 15 5
Q 29 782
U 22 86
Q 36 81
Q 32 152
U 84 87
Q 62 27
Q 72 838
U 56 88
Q 42 47
Q 1 999
U 20 89
Q 28 27
Q 82 371
U 83 90
Q 13 4
Q 24 659
U 4 91
Q 64 22
Q 81 979
U 20 92
Q 54 86
Q 80 460
U 36 93
Q 7 66
Q 84 127
U 27 94
Q 29 12
Q 20 643
U 36 95
Q 52 63
Q 39 258
U 64 96
Q 25 38
Q 26 481
U 47 97
Q 43 97
Q 77 590
U 71 98
Q 12 37
Q 1 784
U 70 99
Q 86 24
Q 24 434
U 11 100
Q 96 23
Q 71 224
U 3 101
Q 3 38
Q 46 455
U 87 102
Q 53 65
Q 56 776
U 28 103
Q 101 66
Q 18 735
U 52 104
Q 12 32
Q 25 638
U 11 105
Q 89 81
Q 79 699
U 87 106
Q 29 68
Q 34 627
U 41 107
Q 39 52
Q 93 777
U 15 108
Q 102 67
Q 30 313
U 27 109
Q 72 104
Q 12 394
U 7 110
Q 61 32
Q 67 820
U 35 111
Q 61 46
Q 30 906
U 17 112
Q 17 69
Q 15 823
U 14 113
Q 39 29
Q 28 650
U 111 114
Q 62 5
Q 108 806
U 0 115
Q 36 90
Q 51 900
U 12 116
Q 101 82
Q 7 879
U 76 117
Q 17 65
Q 89 717
U 83 118
Q 46 100
Q 112 331
U 79 119
Q 89 16
Q 38 733
U 56 120
Q 98 8
Q 60 799
U 45 121
Q 5 117
Q 38 186
U 103 122
Q 85 56
Q 28 480
U 115 123
Q 26 120
Q 44 603
U 24 124
Q 112 60
Q 81 218
U 86 125
Q 59 19
Q 103 960
U 20 126
Q 64 85
Q 56 489
U 23 127
Q 30 90
Q 85 770
U 55 128
Q 32 64
Q 45 586
U 27 129
Q 115 97
Q 84 263
U 46 130
Q 118 30
Q 70 778
U 5 131
Q 88 16
Q 114 212
U 10 132
Q 9 109
Q 25 993
U 42 133
Q 14 116
Q 18 571
U 22 134
Q 130 87
Q 13 305
U 26 135
Q 97 60
Q 13 280
U 83 136
Q 100 134
Q 68 788
U 22 137
Q 22 49
Q 64 929
U 35 138
Q 105 25
Q 42 401
U 43 139
Q 139 46
Q 53 483
U 133 140
Q 137 60
Q 4 507
U 118 141
Q 55 49
Q 109 935
U 127 142
Q 9 81
Q 21 758
U 108 143
Q 81 96
Q 65 977
U 69 144
Q 14 34
Q 117 771
U 44 145
Q 128 71
Q 22 708
U 116 146
Q 138 6
Q 11 190
U 31 147
Q 59 20
Q 64 478
U 99 148
Q 111 8
Q 28 478
U 50 149
Q 62 142
Q 130 186
U 111 150
Q 29 96
Q 150 812
U 53 151
Q 26 16
Q 79 465
U 18 152
Q 62 90
Q 37 559
U 80 153
Q 100 15
Q 36 466
U 56 154
Q 92 137
Q 37 821
U 121 155
Q 90 145
Q 35 344
U 69 156
Q 9 56
Q 61 656
U 51 157
Q 99 69
Q 120 634
U 42 158
Q 110 97
Q 70 359
U 148 159
Q 137 121
Q 123 385
U 81 160
Q 61 95
Q 148 569
U 74 161
Q 50 158
Q 31 971
U 137 162
Q 57 57
Q 34 572
U 51 163
Q 106 1
Q 75 434
U 124 164
Q 159 72
Q 109 255
U 155 165
Q 146 93
Q 122 479
U 18 166
Q 163 32
Q 11 211
U 9 167
Q 140 32
Q 87 417
U 53 168
Q 73 144
Q 142 664
U 103 169
Q 41 11
Q 114 828
U 53 170
Q 30 160
Q 128 749
U 160 171
Q 47 60
Q 24 693
U 6 172
Q 63 170
Q 90 291
U 141 173
Q 48 96
Q 19 227
U 63 174
Q 91 102
Q 111 672
U 12 175
Q 83 54
Q 170 994
U 50 176
Q 25 87
Q 14 331
U 51 177
Q 66 103
Q 85 482
U 175 178
Q 103 1
Q 58 555
U 73 179
Q 157 116
Q 8 784
U 148 180
Q 85 92
Q 2 880
U 48 181
Q 73 131
Q 115 997
U 83 182
Q 118 178
Q 151 472
U 133 183
Q 43 81
Q 58 594
U 66 184
Q 101 60
Q 40 332
U 106 185
Q 118 141
Q 35 476
U 75 186
Q 107 50
Q 148 527
U 115 187
Q 15 56
Q 1 680
U 91 188
Q 137 43
Q 144 742
U 183 189
Q 137 174
Q 166 369
U 136 190
Q 184 111
Q 93 421
U 58 191
Q 175 35
Q 165 316
U 42 192
Q 74 143
Q 4 885
U 9 193
Q 52 144
Q 134 821
U 70 194
Q 29 13
Q 191 699
U 101 195
Q 192 123
Q 67 478
U 5 196
Q 99 175
Q 133 916
U 147 197
Q 167 31
Q 128 826
U 107 198
Q 172 98
Q 22 555
U 46 199
Q 164 152
Q 2 452
U 142 200
Q 113 78
Q 64 817
U 69 201
Q 144 79
Q 109 279
U 187 202
Q 149 69
Q 127 289
U 61 203
Q 12 97
Q 181 415
U 121 204
Q 20 170
Q 162 300
U 94 205
Q 168 188
Q 168 324
U 8 206
Q 160 89
Q 133 966
U 106 207
Q 21 59
Q 39 308
U 34 208
Q 40 18
Q 118 589
U 141 209
Q 152 145
Q 181 577
U 74 210
Q 161 131
Q 110 215
U 44 211
Q 79 167
Q 188 344
U 126 212
Q 54 26
Q 17 235
U 192 213
Q 2 194
Q 102 286
U 52 214
Q 109 95
Q 71 224
U 118 215
Q 209 33
Q 180 844
U 52 216
Q 155 18
Q 2 266
U 151 217
Q 101 71
Q 101 577
U 171 218
Q 143 103
Q 37 371
U 161 219
Q 75 212
Q 8 476
U 104 220
Q 168 174
Q 4 972
U 37 221
Q 178 214
Q 215 709
U 198 222
Q 2 117
Q 141 886
U 148 223
Q 194 67
Q 139 581
U 106 224
Q 39 32
Q 64 633
U 62 225
Q 8 146
Q 200 374
U 210 226
Q 62 138
Q 186 989
U 195 227
Q 185 227
Q 60 736
U 206 228
Q 176 28
Q 7 819
U 76 229
Q 211 208
Q 39 254
U 18 230
Q 206 179
Q 115 555
U 124 231
Q 154 200
Q 195 408
U 162 232
Q 152 19
Q 192 385
U 155 233
Q 24 221
Q 99 867
U 37 234
Q 194 142
Q 8 503
U 46 235
Q 115 165
Q 122 678
U 9 236
Q 102 156
Q 9 265
U 157 237
Q 66 179
Q 54 395
U 186 238
Q 147 148
Q 34 457
U 225 239
Q 198 3
Q 29 885
U 132 240
Q 189 234
Q 206 976
U 11 241
Q 98 204
Q 221 777
U 97 242
Q 19 34
Q 212 507
U 67 243
Q 92 189
Q 102 834
U 40 244
Q 19 13
Q 53 848
U 85 245
Q 131 178
Q 85 404
U 125 246
Q 230 96
Q 178 782
U 182 247
Q 84 117
Q 208 335
U 242 248
Q 80 106
Q 189 611
U 97 249
Q 38 91
Q 211 584
U 45 250
Q 35 89
Q 184 513
U 161 251
Q 50 186
Q 81 524
U 212 252
Q 54 183
Q 100 482
U 211 253
Q 179 198
Q 161 999
U 115 254
Q 138 206
Q 84 990
U 22 255
Q 45 169
Q 165 615
U 141 256
Q 232 44
Q 13 499
U 108 257
Q 103 223
Q 109 410
U 181 258
Q 200 38
Q 252 511
U 54 259
Q 36 169
Q 32 657
U 107 260
Q 13 83
Q 126 268
U 115 261
Q 34 2
Q 95 775
U 217 262
Q 251 128
Q 137 734
U 195 263
Q 46 50
Q 0 311
U 249 264
Q 243 200
Q 21 663
U 13 265
Q 241 203
Q 247 909
U 56 266
Q 10 66
Q 105 502
U 23 267
Q 119 216
Q 125 668
U 1 268
Q 228 59
Q 265 403
U 25 269
Q 81 183
Q 36 667
U 110 270
Q 195 14
Q 180 382
U 261 271
Q 245 124
Q 186 996
U 230 272
Q 212 233
Q 143 778
U 71 273
Q 22 156
Q 250 536
U 204 274
Q 23 140
Q 259 969
U 68 275
Q 102 130
Q 52 828
U 241 276
Q 187 171
Q 269 900
U 140 277
Q 57 73
Q 167 624
U 97 278
Q 57 78
Q 44 702
U 0 279
Q 227 152
Q 71 945
U 212 280
Q 270 67
Q 88 809
U 184 281
Q 270 151
Q 126 820
U 174 282
Q 63 134
Q 153 589
U 4 283
Q 204 117
Q 61 843
U 79 284
Q 116 8
Q 174 621
U 90 285
Q 93 12
Q 0 639
U 137 286
Q 154 211
Q 189 912
U 124 287
Q 9 254
Q 157 931
U 208 288
Q 208 265
Q 254 897
U 62 289
Q 23 75
Q 91 734
U 250 290
Q 143 191
Q 286 570
U 133 291
Q 34 135
Q 51 732
U 156 292
Q 286 176
Q 274 293
U 93 293
Q 39 133
Q 57 591
U 92 294
Q 267 291
Q 43 683
U 173 295
Q 16 221
Q 200 517
U 233 296
Q 285 270
Q 189 927
U 164 297
Q 71 128
Q 51 666
U 157 298
Q 109 56
Q 70 597
U 46 299
Q 54 106
Q 189 891
U 229 300
Q 172 1
Q 27 838
U 182 301
Q 263 88
Q 260 360
U 260 302
Q 111 246
Q 117 869
U 75 303
Q 163 117
Q 279 734
U 233 304
Q 285 88
Q 133 932
U 69 305
Q 112 271
Q 259 753
U 194 306
Q 266 41
Q 119 311
U 99 307
Q 14 42
Q 101 434
U 302 308
Q 64 306
Q 208 969
U 37 309
Q 147 188
Q 33 529
U 292 310
Q 259 30
Q 222 326
U 266 311
Q 192 43
Q 197 861
U 97 312
Q 150 208
Q 302 423
U 186 313
Q 23 110
Q 60 382
U 194 314
Q 148 109
Q 107 980
U 245 315
Q 32 64
Q 225 769
U 155 316
Q 88 207
Q 3 414
U 196 317
Q 231 262
Q 266 860
U 123 318
Q 179 99
Q 22 747
U 304 319
Q 269 248
Q 222 641
U 233 320
Q 203 21
Q 261 825
U 252 321
Q 246 67
Q 297 945
U 151 322
Q 119 27
Q 14 558
U 266 323
Q 87 182
Q 207 330
U 258 324
Q 219 186
Q 136 437
U 199 325
Q 201 230
Q 55 615
U 109 326
Q 36 59
Q 199 677
U 212 327
Q 18 81
Q 238 881
U 30 328
Q 187 257
Q 220 907
U 53 329
Q 155 137
Q 75 546
U 69 330
Q 64 48
Q 304 386
U 188 331
Q 77 293
Q 18 505
U 142 332
Q 223 225
Q 299 508
U 185 333
Q 32 34
Q 44 738
U 240 334
Q 101 68
Q 296 540
U 313 335
Q 187 180
Q 188 888
U 72 336
Q 316 72
Q 77 883
U 63 337
Q 143 293
Q 119 779
U 298 338
Q 98 122
Q 286 568
U 93 339
Q 62 328
Q 198 359
U 247 340
Q 211 300
Q 267 480
U 92 341
Q 171 293
Q 8 697
U 169 342
Q 89 239
Q 129 875
U 106 343
Q 215 288
Q 335 546
U 206 344
Q 206 72
Q 54 368
U 263 345
Q 337 17
Q 269 586
U 282 346
Q 233 81
Q 124 452
U 344 347
Q 5 342
Q 326 651
U 55 348
Q 229 255
Q 127 521
U 160 349
Q 90 158
Q 284 991
U 222 350
Q 149 302
Q 207 655
U 219 351
Q 323 301
Q 223 544
U 141 352
Q 204 330
Q 79 968
U 343 353
Q 54 177
Q 41 679
U 248 354
Q 69 257
Q 76 377
U 321 355
Q 20 292
Q 60 416
U 247 356
Q 354 117
Q 263 812
U 267 357
Q 34 231
Q 312 571
U 95 358
Q 207 35
Q 280 587
U 315 359
Q 171 295
Q 313 930
U 102 360
Q 101 229
Q 304 731
U 168 361
Q 239 308
Q 63 495
U 308 362
Q 93 148
Q 130 784
U 284 363
Q 264 176
Q 114 978
U 248 364
Q 189 141
Q 156 950
U 355 365
Q 349 235
Q 180 925
U 239 366
Q 31 273
Q 321 550
U 36 367
Q 56 326
Q 278 962
U 303 368
Q 41 63
Q 301 560
U 237 369
Q 151 325
Q 276 739
U 223 370
Q 43 195
Q 31 589
U 170 371
Q 30 172
Q 310 931
U 225 372
Q 42 189
Q 114 903
U 342 373
Q 276 193
Q 134 714
U 283 374
Q 186 243
Q 268 844
U 175 375
Q 218 340
Q 150 702
U 232 376
Q 7 114
Q 230 910
U 216 377
Q 287 180
Q 159 709
U 281 378
Q 117 221
Q 105 720
U 308 379
Q 369 7
Q 131 434
U 97 380
Q 90 52
Q 330 463
U 36 381
Q 145 1
Q 242 460
U 379 382
Q 189 136
Q 335 620
U 381 383
Q 318 78
Q 361 678
U 106 384
Q 216 282
Q 81 952
U 322 385
Q 37 187
Q 318 786
U 101 386
Q 96 8
Q 161 497
U 374 387
Q 56 33
Q 168 482
U 107 388
Q 159 257
Q 253 403
U 320 389
Q 318 86
Q 208 734
U 42 390
Q 390 100
Q 284 780
U 196 391
Q 243 22
Q 11 817
U 387 392
Q 372 355
Q 73 989
U 230 393
Q 383 331
Q 29 622
U 182 394
Q 305 166
Q 108 826
U 57 395
Q 264 52
Q 123 417
U 100 396
Q 303 188
Q 16 557
U 123 397
Q 156 272
Q 39 465
U 341 398
Q 2 269
Q 178 439
U 8 399
Q 223 392
Q 284 482
U 128 400
Q 276 286
Q 341 422
U 9 401
Q 242 237
Q 108 681
U 84 402
Q 401 315
Q 266 482
U 339 403
Q 302 159
Q 203 674
U 189 404
Q 381 235
Q 384 679
U 396 405
Q 149 126
Q 228 801
U 109 406
Q 299 124
Q 354 463
U 121 407
Q 312 131
Q 242 991
U 344 408
Q 28 352
Q 186 489
U 80 409
Q 127 272
Q 246 916
U 80 410
Q 209 292
Q 0 482
U 244 411
Q 156 8
Q 253 610
U 171 412
Q 406 168
Q 263 639
U 384 413
Q 16 101
Q 67 806
U 280 414
Q 379 157
Q 90 649
U 65 415
Q 68 234
Q 355 434
U 6 416
Q 211 247
Q 89 580
